7.3,0.406,0.31,2.4,0.074,9,36.6,3.41,0.54,9.4,6
7.7,0.406,0.49,1.8,0.115,20,112,3.248,0.71,9.3,5
7.5,0.52,0.198,2.46,0.085,12,35,3.236,0.62,9.5,7
7,0.633,0.05,2,0.081,23.6,54,3.382,0.548,9.8,5
7.2,0.725,0.05,4.65,0.086,4,11,3.41,0.512,10.9,5
7.2,0.725,0.05,4.65,0.086,8.4,11,3.41,0.53,10.9,5
7.5,0.52,0.11,2.66,0.0686,11,39,3.42,0.58,9.6,5
7.62,0.705,0.07,1.6,0.076,6,15,3.406,0.58,10.7,5
8.78,0.52,0.284,2,0.0838,16.4,37.4,3.28,0.618,10.7,5
7.08,0.705,0.084,2.12,0.074,8,21.4,3.34,0.95,10.5,6
7.7,0.612,0.08,1.88,0.076,15,27,3.32,0.54,10.34,6
7.7,0.69,0.074,1.9,0.084,19,94,3.31,0.48,9.52,5
8.3,0.675,0.26,2.1,0.084,11,43,3.31,0.53,9.2,4
8.62,0.32,0.54,2.5,0.1448,20.8,83,3.244,0.82,9.6,5
8.8,0.41,0.36,2.22,0.093,9,42,3.54,0.732,10.5,5
8.8,0.41,0.64,2.2,0.093,9,42,3.54,0.66,10.5,5
10.7,0.517,0.356,2.56,0.104,14,30,3.172,0.55,10.7,6
6.7,0.75,0.038,2.02,0.086,12,50.8,3.38,0.52,9.98,5
9.22,0.625,0.2,1.5,0.08,27,81.4,3.288,1.12,9.4,4
6.2,0.751,0.07,2.1,0.069,3,30,3.41,0.542,9.64,5
7.8,0.43,0.7,1.9,0.464,8.2,53.2,3.13,1.28,9.4,5
7.4,0.5,0.47,2,0.086,21,73,3.36,0.57,9.1,5
7.3,0.67,0.26,1.8,0.401,16,46,3.16,1.14,9.4,5
6.3,0.3,0.48,1.8,0.069,18,61,3.44,0.78,10.3,6
8.6,0.419,0.28,1.9,0.11,29.6,136,2.93,1.95,9.66,6
7.7,0.49,0.26,1.9,0.062,9,31,3.35,0.64,9.6,5
7,0.659,0.08,2.76,0.0794,8,24,3.48,0.53,10.41,5
8.6,0.49,0.28,1.9,0.3322,20,38.4,3.226,1.95,10.29,6
5,1.02,0.04,1.4,0.045,41,85,3.75,0.538,10.36,4
4.72,0.6,0.17,2.3,0.058,17,106,3.85,0.6,12.9,6
7,0.5,0.25,2,0.07,3,22,3.316,0.63,9.2,5
8.3,0.492,0.304,1.94,0.084,11,50,3.4,0.61,10.2,6
8.1,0.545,0.18,2,0.08,12.2,35,3.3,0.59,9,6
8.1,0.564,0.22,2.1,0.0764,12,65,3.286,0.51,9.2,5
7.2,0.49,0.24,2.2,0.07,5,36,3.33,0.48,10.36,5
8.1,0.575,0.22,2.1,0.077,12,65,3.29,0.51,9.2,5
7.8,0.464,0.68,1.7,0.467,16.4,69,3.08,1.014,9.14,5
6.2,0.416,0.31,1.7,0.088,20.2,64,3.46,0.618,9.3,5
8,0.36,0.53,2.16,0.141,18,64,3.28,0.8,9.6,6
9.38,0.785,0.52,5.88,0.122,37,153,3.21,0.614,9.3,5
8.4,0.737,0.09,2.2,0.084,24.6,108,3.296,0.66,9.72,5
8.4,0.6,0.392,2.26,0.102,25.2,111,3.15,0.61,10,5
10.1,0.31,0.48,2.3,0.08,22,46,3.32,0.67,9.7,6
7.8,0.56,0.15,1.8,0.104,12,47,3.314,0.564,9.5,5
7.8,0.56,0.12,2.18,0.0888,7,29,3.37,0.5,9.4,6
7.54,0.55,0.04,2.2,0.119,14,36.6,3.21,0.6,9.62,6
8.8,0.665,0.04,2.2,0.119,14,56,3.21,0.6,10.9,6
7.06,0.695,0,1.82,0.075,3,13,3.49,0.52,9.2,5
8,0.791,0,2.6,0.08,11,34,3.44,0.546,10.1,5
7.8,0.62,0.17,1.6,0.082,21,102,3.39,0.48,9.54,5
7.74,0.62,0.04,1.9,0.0868,27,90,3.16,0.7,9.66,5
7.98,0.501,0.16,1.92,0.065,3,16,3.238,0.62,10.5,7
7.94,0.592,0.072,2.72,0.082,6,19,3.42,0.57,9.4,5
10.22,0.745,0.56,2.4,0.1144,30,95.6,3.24,0.66,9.8,5
6.22,0.541,0.09,2.3,0.049,17,35,3.63,0.63,13,5
5.6,0.5,0.09,3.14,0.049,17,99,3.63,0.592,13,5
6.6,0.5,0.01,1.5,0.06,12.2,26,3.4,0.604,9.8,6
7.9,1.04,0.05,2.42,0.084,13,29,3.384,0.55,9.9,6
7.74,0.745,0.11,1.9,0.09,16,63,3.31,0.82,9.6,5
7.62,0.715,0.102,1.8,0.091,10,52,3.372,0.77,9.5,5
7.2,0.415,0.36,2,0.081,15.4,53.8,3.48,0.64,9.2,5
7.8,0.56,0.19,2.1,0.1086,15,105,3.33,0.666,9.5,5
7.8,0.56,0.19,2,0.081,17,108,3.31,0.54,9.5,5
8.3,0.745,0.162,1.9,0.09,13.8,63,3.19,0.58,9.6,5
8.3,0.715,0.15,1.8,0.089,10,52,3.23,0.77,9.5,5
6.3,0.39,0.08,1.7,0.066,11.2,20,3.34,0.56,9.4,5
8.1,0.536,0.55,1.8,0.117,32,79.6,3.242,0.62,9.4,5
5.8,0.68,0.02,2.48,0.087,21,94,3.416,0.52,9.8,5
7.6,0.49,0.26,1.6,0.236,10,88,3.11,0.8,9.3,5
6.9,0.49,0.1,2.42,0.074,15.4,30,3.42,0.58,10.2,6
7.26,0.358,0.44,2.04,0.089,11,43,3.53,0.732,11.47,6
7.3,0.33,0.3,2.1,0.077,9.2,11,3.33,0.53,10.3,6
7.5,0.863,0.03,1.8,0.095,25,99,3.35,0.54,9.76,5
7.5,0.6,0.03,2.66,0.095,25,99,3.35,0.54,9.82,5
7.1,0.43,0.42,5.5,0.071,28,85,3.42,0.71,10.09,5
7.84,0.467,0.42,5.5,0.081,29,129,3.42,0.72,10.5,5
7.04,0.43,0.42,5.5,0.071,28,128,3.42,0.71,10.22,5
7.1,0.651,0,2.1,0.0868,12,26.2,3.458,0.556,9.5,5
6.8,0.6,0.18,1.9,0.079,19,86,3.59,0.544,9.3,6
7.6,0.95,0.03,2.02,0.09,5.6,20,3.2,0.6,9.6,5
7.6,0.68,0.05,1.3,0.072,8.6,20,3.17,0.534,9.2,4
7.64,0.522,0.26,7.2,0.07,35,121,3.35,0.526,9.4,5
6.8,0.64,0.1,2.1,0.085,22.8,101,3.34,0.67,10.2,5
7.3,0.704,0.03,2.24,0.072,14,42,3.37,0.526,9,4
6.88,0.619,0.144,2.1,0.089,11,44,3.47,0.55,10.4,6
7.9,0.773,0.03,2.24,0.058,4,8,3.36,0.33,9.1,4
8,0.42,0.17,2,0.073,17,37.6,3.29,0.61,9.2,6
8,0.42,0.272,1.82,0.073,6,18,3.29,0.61,9.2,6
7.08,0.62,0.05,1.9,0.068,15.6,35.4,3.42,0.65,11.5,6
7.3,0.6,0.186,2,0.08,7,35,3.33,0.58,9.5,5
7.3,0.38,0.228,2,0.08,7,35,3.334,0.47,10.46,5
7,0.805,0,2.5,0.068,7,20,3.48,0.56,9.6,5
8.8,0.61,0.208,3.14,0.067,10,42,3.19,0.59,9.5,5
8.8,0.61,0.14,3.48,0.1044,10,32.6,3.19,0.59,9.5,5
8.9,0.579,0.332,3.96,0.112,23,110,3.272,1.02,9.3,5
7.2,0.73,0.04,1.82,0.086,16,42,3.44,0.52,9.3,5
6.7,0.62,0.03,2.26,0.079,8,62,3.52,0.692,9.3,6
8.9,0.688,0.274,2.42,0.111,26,85,3.26,0.53,9.7,5
6.92,0.705,0.1,3.02,0.084,9,26,3.39,0.49,10.08,5
7.9,0.5,0.33,2,0.084,15,143,3.2,0.55,9.58,5
8.2,0.5,0.35,2.9,0.077,21,127,3.23,0.546,9.4,5
6.98,0.37,0.25,2.94,0.074,21,49,3.57,0.62,10.2,6
6.8,0.63,0.24,3.8,0.075,16,126,3.28,0.61,9.5,5
7.6,0.565,0.21,2.2,0.0732,7,28,3.28,0.55,9.7,5
7.8,0.59,0.296,2.06,0.074,22,120,3.25,0.54,9.74,5
7.3,0.58,0.3,2.4,0.074,15,94.6,3.308,0.59,10.2,5
11.5,0.3,0.506,2,0.1016,7.8,22.2,3.11,0.664,10.1,6
5.4,0.835,0.08,1.2,0.046,13,93,3.57,0.85,13,7
6.9,0.745,0.06,1.84,0.061,12,31,3.51,0.43,11.4,4
9.9,0.37,0.48,2.1,0.097,39,145,3.04,0.728,9.3,5
6.8,0.5,0.11,1.5,0.0742,16,49,3.36,0.676,9.5,5
8.78,0.42,0.35,1.6,0.0916,16,39,3.302,0.56,9.2,5
8.38,0.43,0.36,1.6,0.089,14,29.4,3.34,0.608,9.2,6
9.96,0.3,0.456,2.6,0.0702,9,28,3.25,0.77,11.1,7
7.8,0.57,0.246,1.8,0.069,26,68.6,3.318,0.53,9.68,5
8.08,0.44,0.298,2.3,0.1,18,95,3.22,0.67,9.4,5
10.08,0.3,0.58,3.82,0.054,7,26.2,3.31,0.88,10.5,7
8,0.725,0.154,2.8,0.083,20.8,62,3.35,0.56,10,6
7.44,0.603,0.26,2.2,0.081,28,63.4,3.3,0.43,9.52,5
7.8,0.735,0.08,2.24,0.092,10,30,3.24,0.71,9.8,6
7,0.49,0.49,5.6,0.06,26,121,3.34,0.63,10.5,5
8.7,0.625,0.16,2,0.101,19.6,49,3.296,0.598,9.4,5
7.46,0.725,0.132,2.2,0.079,11,41,3.318,0.592,10.08,5
8.1,0.599,0.19,1.9,0.076,10,38,3.31,0.54,9.7,5
7.8,0.53,0.33,2.4,0.08,24,144,3.3,0.634,9.5,5
8.16,0.553,0.26,2.18,0.101,16,72,3.15,0.57,9.4,5
6.8,0.61,0.062,2.22,0.0738,5,10,3.394,0.6,9.5,5
8.26,0.358,0.25,2,0.083,8,28,3.28,0.634,10,6
8.4,0.635,0.228,2,0.089,15,59.2,3.31,0.806,9.64,4
7.7,0.43,0.25,2.6,0.079,29,89.8,3.292,0.58,10.5,6
7.24,0.651,0.14,3.68,0.089,9,31,3.39,0.63,9.8,5
7.7,0.43,0.25,2.6,0.073,29,63,3.37,0.58,10.5,6
7.94,0.48,0.04,1.6,0.054,13.8,31,3.472,0.62,11.16,7
6.86,0.38,0.06,1.8,0.078,12,24,3.43,0.624,9.9,6
6.9,0.52,0.25,2.6,0.081,10,37,3.46,0.5,11,5
7.46,0.63,0.012,1.9,0.097,14,38,3.37,0.658,9,6
7.2,0.63,0,1.86,0.097,15.6,22.6,3.446,0.624,10.46,6
7.04,0.558,0.09,1.9,0.097,15,39,3.37,0.58,9.2,6
7.2,0.63,0,1.9,0.084,14,48.8,3.37,0.588,9,6
8.12,1,0.09,2.3,0.0806,7,37,3.32,0.55,9,6
10.98,0.635,0.37,1.7,0.173,23.4,70.6,3,1.09,9.3,5
12,0.441,0.558,2.1,0.093,6,24,3.14,0.71,10.9,6
9.1,0.58,0.35,1.8,0.102,28,109,3.08,0.49,9.8,6
10.72,0.21,0.44,3.19,0.075,10,25.2,3.07,0.84,9.2,7
15,0.21,0.44,2.2,0.075,10,16.4,3.07,0.714,9.2,7
6.32,0.66,0,2,0.084,6,24.2,3.61,0.96,10.62,6
7.42,0.68,0.07,1.9,0.082,16,51,3.38,0.52,9.5,5
8.2,0.6,0.17,2.3,0.072,11,73,3.256,0.45,9.3,5
7.7,0.53,0.06,1.7,0.074,9,39,3.35,0.48,9.8,6
7.3,0.66,0.028,2,0.084,20.6,44.8,3.61,0.96,9.9,6
10.8,0.32,0.44,1.6,0.063,16,37,3.22,0.78,10,6
7.1,0.6,0.028,1.8,0.0786,13.4,34,3.47,0.7,9.9,6
11.1,0.35,0.458,3.1,0.09,5,21,3.17,0.53,10.5,5
7.7,0.775,0.42,1.9,0.1164,8,44.6,3.298,0.59,9.5,5
7.46,0.6,0.14,1.8,0.0776,16.8,34,3.47,0.576,10.33,6
8,0.512,0.104,3.2,0.073,17,42,3.23,0.57,9.3,5
9.4,0.34,0.426,1.94,0.075,5,13,3.22,0.626,9.88,5
6.6,0.557,0.03,2.1,0.075,11.6,30.8,3.49,0.67,9.2,5
7.7,0.41,0.76,1.8,0.611,8,45,3.06,0.976,9.4,5
10,0.31,0.47,2.54,0.085,14,33,3.216,0.8,10.5,7
7.9,0.33,0.23,3.42,0.0852,18,45,3.29,0.65,9.86,5
8.04,0.975,0.04,2,0.085,23,67,3.35,0.6,10.1,4
8,0.52,0.03,1.7,0.07,10,29.8,3.34,0.57,10,5
7.9,0.583,0.23,1.8,0.0812,23,49,3.28,0.582,9.78,5
12.5,0.56,0.49,3.78,0.064,9.6,27,3.088,0.54,10.14,5
11.8,0.26,0.52,2.36,0.071,6,10,3.2,0.72,12.16,7
8.12,0.252,0.334,3.6,0.0652,15,37,3.35,0.82,12.8,8
6.9,0.54,0.04,3,0.073,16,27,3.314,0.548,10,6
11.5,0.432,0.51,4,0.104,25.8,52.6,3.28,0.786,10.9,6
7.5,0.624,0.18,7,0.088,27,102.8,3.34,0.77,9.4,5
10.3,0.32,0.502,6.4,0.0838,5,13,3.23,0.82,12.6,8
8.9,0.4,0.32,2.04,0.087,10,22.4,3.38,0.682,10.5,7
11.4,0.26,0.44,3.6,0.087,6,15.6,3.12,0.82,9.3,6
7.5,0.594,0.138,3.22,0.0792,21.4,53,3.36,0.57,9.1,5
8.9,0.42,0.33,2.72,0.0726,10,31,3.38,0.722,10.5,7
8.5,0.464,0.366,3.4,0.102,32,71,3.31,0.672,10.02,5
8.04,0.59,0.07,2.32,0.102,32,84.6,3.31,0.71,9.8,5
12,0.358,0.55,2,0.073,25,59.8,3.1,0.76,9.94,6
7.52,0.4,0.12,3,0.0832,29,81.2,3.37,0.7,10.3,6
8.7,0.52,0.09,2.5,0.091,18,49,3.27,0.86,10.74,7
8.7,0.52,0.4,3.96,0.091,20,49,3.34,0.86,11.5,7
9.56,0.2,0.48,2.7,0.343,6,18,3.212,1.104,10.5,5
7.96,0.36,0.25,2.4,0.098,5,16,3.41,0.726,10.1,6
13.3,0.34,0.52,3.2,0.094,17,53,3.102,0.81,9.5,6
10.8,0.5,0.46,2.5,0.073,10.6,27,3.05,0.64,9.5,5
10.6,0.83,0.37,2.6,0.0812,26,70,3.16,0.52,9.98,5
7.1,0.63,0.092,2,0.0768,8,29,3.67,0.614,9.6,5
7.2,0.65,0.058,2.3,0.094,5,31,3.67,0.524,9.7,5
6.9,0.603,0.09,2.1,0.0808,18.6,60.6,3.68,0.71,9.6,5
7.44,0.586,0.06,2.6,0.0896,20,44,3.38,0.59,10.28,6
11.1,0.354,0.48,1.5,0.068,6.2,15,3.156,0.64,10.1,6
8.3,0.705,0.074,2.6,0.0744,12,28,3.51,0.72,10,5
8.16,0.67,0.12,1.9,0.0772,18.2,58,3.39,0.54,9.82,5
8.4,0.618,0.126,2.1,0.0864,20,56.4,3.282,0.52,9.2,5
10.3,0.385,0.48,2.5,0.063,16.2,25,3.154,0.59,9.3,6
9.06,0.43,0.486,2.08,0.214,5,12,3.226,0.722,9.5,6
7.48,0.29,0.376,1.7,0.062,9,30,3.41,0.53,9.5,6
10.3,0.42,0.48,2.5,0.063,16.6,38,3.202,0.83,9.3,6
7.9,0.53,0.244,2,0.072,15,105,3.214,0.642,10.28,6
6.98,0.47,0.3,3,0.076,30,135,3.3,0.538,9.92,5
7.36,0.35,0.274,2.5,0.096,20,53,3.354,0.65,11,6
9.6,0.677,0.23,3.4,0.071,37,73.8,3.3,0.65,10.1,5
9.6,0.77,0.24,2.9,0.082,19.6,74,3.3,0.64,10.4,6
9.8,0.66,0.3,3.2,0.083,21,59,3.162,0.71,11.5,7
9.6,0.77,0.12,2.9,0.0756,30,74,3.3,0.64,10.31,6
9.8,0.404,0.39,3.2,0.083,21,59,3.37,0.766,11.5,7
9.3,0.711,0.26,3.4,0.09,25,86.8,3.24,0.62,9.7,5
7.92,0.62,0.05,2.3,0.079,6,18,3.29,0.63,9.3,5
8.74,0.501,0.2,11,0.071,24.8,50,3.16,0.652,10,6
10,0.49,0.36,11,0.071,13,63,3.16,0.69,9.2,6
10.3,0.44,0.552,4.6,0.1116,8.4,31.6,3.28,0.83,11.5,5
13.4,0.276,0.62,2.6,0.0836,12.2,22.6,3.16,0.67,9.7,6
10.7,0.46,0.39,2,0.061,9.8,15,3.212,0.62,10.38,5
10.82,0.36,0.64,2.9,0.122,10,41,3.168,0.706,12.5,6
10.2,0.356,0.64,2.9,0.106,10,41,3.23,0.66,12.5,6
7.44,0.58,0.28,3.2,0.066,21,114,3.22,0.54,9.4,6
8.4,0.56,0.08,2.1,0.0618,16,31.6,3.408,0.52,11,5
7.36,0.65,0.01,2.5,0.0816,21.6,38,3.34,0.74,11.7,7
11.9,0.695,0.53,3.4,0.128,7,21,3.17,0.62,12.2,7
7.8,0.578,0.14,2.8,0.08,29,58,3.234,0.64,10.06,5
12.4,0.49,0.58,3,0.103,22,99,3.032,1,9.88,6
10.08,0.319,0.5,2.3,0.1232,10,21,3.174,0.79,10.56,6
10.9,0.39,0.47,1.8,0.118,6,20.2,3.3,0.75,10.8,6
7,0.685,0,1.9,0.067,16.6,63,3.6,0.81,9.9,5
13.8,0.49,0.67,3,0.093,6,22.4,3.22,0.798,12,6
9.6,0.56,0.342,2.8,0.089,15,46,3.11,0.92,10.33,6
7.86,0.785,0.144,2.6,0.093,11,25.2,3.36,0.518,9.4,6
10.7,0.67,0.216,2.7,0.107,17,34,3.28,0.98,9.9,6
9.1,0.795,0,2.6,0.096,11,26,3.38,0.83,9.4,6
7.7,0.665,0,2.4,0.09,8,44.4,3.27,0.73,9.3,5
13.5,0.53,0.516,4.8,0.12,23,58.4,3.18,0.77,13,5
6.62,0.635,0.01,2.4,0.0702,17,32,3.55,0.61,12.8,6
9.5,0.41,0.52,3,0.08,29,55,3.26,0.582,10.2,5
9.44,0.42,0.402,2.95,0.0638,12,20.8,3.24,0.75,11.7,7
9.14,0.38,0.33,2.6,0.085,10,41,3.17,0.68,9.8,6
8.2,0.7,0.256,2.26,0.099,14,81,3.19,0.7,9.92,5
8.6,0.45,0.276,2.6,0.086,21,44.2,3.37,0.91,9.9,6
9.74,0.418,0.66,2.5,0.2422,6,37,3.05,0.744,10,5
12.5,0.46,0.63,3.65,0.071,6,15,3.11,0.87,10.2,5
7.84,0.303,0.5,3.4,0.107,7,21,3.364,0.93,11.8,6
12.8,0.382,0.552,5.8,0.0656,7,21.6,3.07,0.834,11.96,7
11.64,0.396,0.61,2.6,0.0902,11,24,3.16,0.69,10.66,5
10.3,0.34,0.52,2.8,0.159,15,75,3.192,0.64,9.4,5
9.4,0.27,0.53,2.24,0.074,6,18,3.2,1.13,12,7
7.18,0.765,0.02,2.3,0.0696,35,66,3.452,0.78,9.9,5
7.9,0.24,0.252,1.6,0.056,11,25,3.32,0.87,8.7,6
9.1,0.28,0.442,1.8,0.067,26,46,3.32,1.04,10.6,6
7.4,0.55,0.22,2.2,0.106,12,60,3.34,0.63,9.58,5
14,0.393,0.594,2.5,0.089,6,47,3.01,0.81,10.8,6
12.94,0.54,0.71,4.4,0.124,6,15,3.01,0.83,11.8,7
11.5,0.438,0.5,2.3,0.078,19,40.4,3.132,1.11,11,6
9.38,0.27,0.418,2.4,0.074,6,18,3.24,1.13,12,7
11.4,0.625,0.66,6.2,0.1288,6,24,3.11,0.99,13.3,6
8.82,0.42,0.276,2.5,0.094,25.4,60,3.31,0.7,10.8,6
8.3,0.41,0.42,2,0.08,11,45,3.21,0.8,10.7,6
13.2,0.415,0.68,2.38,0.0766,17,43,3.06,0.638,10,6
8.3,0.26,0.42,2.42,0.08,9.4,27,3.268,0.8,9.4,6
8.3,0.386,0.266,2,0.08,11,27,3.344,0.8,9.4,6
7.7,0.51,0.28,2.1,0.087,23,61.4,3.42,0.74,9.2,5
7.4,0.688,0.07,2.4,0.09,11,40.2,3.43,0.76,9.7,6
7.8,0.398,0.26,3.04,0.088,19.2,48,3.228,0.74,9.2,6
8.3,0.66,0.15,1.96,0.079,22.8,42,3.31,0.584,10.62,6
8.94,0.38,0.31,2.5,0.096,16,49,3.214,0.718,10,7
5.6,0.392,0.25,2.2,0.045,12,20,3.636,0.82,13.02,8
13.7,0.312,0.68,2.9,0.085,11.4,27,3.06,0.964,10,6
9.5,0.37,0.414,2.4,0.0782,6,31.2,3.18,0.51,9.5,5
8.4,0.665,0.61,2,0.112,13,95,3.16,0.54,9.57334,5
12.7,0.4,0.65,2.3,0.1898,6,25,3.15,0.756,9.9,5
12,0.517,0.76,4.2,0.066,12.8,38,3.138,0.6,13,7
11.08,0.328,0.59,2.6,0.087,13,49,3.18,0.666,11,6
11.84,0.59,0.59,2.6,0.081,13,54,3.18,0.65,11,6
8.7,0.765,0.22,2.3,0.064,26.2,64.6,3.316,0.55,9.4,5
6.6,0.735,0.02,7.9,0.068,68,124,3.428,0.62,9.9,5
7.7,0.465,0.3,1.7,0.059,11.2,38,3.29,0.47,10.8,6
11.4,0.6,0.49,2.7,0.085,10,41,3.15,0.63,10.5,6
7.7,0.617,0.138,2.7,0.075,15,27,3.26,0.61,9.1,5
8.7,0.31,0.32,1.4,0.059,11.4,25,3.36,0.892,10.76,6
12,0.437,0.494,3.94,0.0768,12,30,3.18,0.63,10.8,7
10.4,0.34,0.58,2.64,0.174,6,16,3.114,0.7,11.3,6
12.5,0.492,0.476,2.92,0.07,26,49,3.05,0.57,9.6,4
9,0.43,0.332,2.5,0.08,25.4,86,3.38,0.62,9.5,6
9.1,0.45,0.35,2.3,0.0756,23,78,3.18,0.62,9.54,5
7.1,0.735,0.16,1.9,0.1,15,57.8,3.27,0.64,9.3,5
8.92,0.4,0.53,6.7,0.097,6,19,3.27,0.82,11.32,7
8.8,0.52,0.34,2.7,0.0972,24,122,3.26,0.61,9.5,5
10.6,0.278,0.64,2.3,0.111,6,20,3.132,0.676,11.7,6
9.5,0.56,0.39,2.4,0.0806,35,67,3.28,0.73,11.8,7
6.6,0.84,0.03,2.3,0.059,32,48,3.52,0.56,12.3,7
7.7,0.655,0.2,2.76,0.1074,15,31.6,3.302,0.646,10.9,5
7.7,0.96,0.014,2,0.047,15,60,3.36,0.522,10.9,5
7.08,0.67,0.062,2.14,0.0636,13.6,25.8,3.49,0.544,11.4,6
9.5,0.78,0.174,1.9,0.077,12.6,32,3.26,0.644,10.6,6
8.8,0.52,0.33,1.3,0.07,9,30,3.24,0.704,9.3,5
12.8,0.84,0.346,2.4,0.088,13,35,3.1,0.6,10.4,6
10.5,0.24,0.47,2.1,0.0688,6,22,3.15,0.746,11,7
11.9,0.37,0.69,2.3,0.078,12,24,3,0.65,10.9,6
8.84,0.41,0.356,2.44,0.0744,22,54,3.15,0.67,10.46,6
8,0.67,0.3,2,0.06,38,62,3.26,0.56,10.2,6
11.1,0.45,0.73,3.2,0.066,19.8,73.2,3.17,0.66,11.2,6
10.4,0.41,0.55,3.2,0.076,22,67.2,3.13,0.89,9.9,6
13.06,0.31,0.72,4.96,0.072,6,29,2.88,0.82,12.06,8
13.44,0.4,0.65,3.86,0.068,7,27,3.06,0.68,11.3,6
15.6,0.328,0.76,3.7,0.0794,14.4,43,2.912,0.68,11.2,7
9.5,0.735,0.1,2.46,0.079,11.2,31,3.23,0.572,10.1,6
12.5,0.38,0.6,2.6,0.081,20.8,72,3.16,0.73,9.36,5
11.08,0.532,0.39,2,0.1,7,27,3.2,0.704,10.2,6
7.72,0.56,0.294,2.93,0.095,18,35,3.28,0.63,10,6
11.3,0.62,0.67,5.2,0.081,6.2,19,3.22,0.69,13.4,8
9.08,0.546,0.39,2.3,0.0816,7.4,22,3.36,0.58,10.22,5
8.54,0.63,0.21,2.7,0.097,23.6,65,3.302,0.676,9.6,5
10.4,0.342,0.63,2.8,0.084,5,22,3.26,0.74,12.08,7
11.6,0.58,0.66,2.2,0.074,10,99.4,3.25,0.808,9.84,3
9.2,0.3,0.52,2.3,0.083,14,23,3.316,0.61,11.3,6
8.12,0.537,0.22,2.32,0.087,4.8,24,3.226,0.638,9.58,5
8.1,0.66,0.23,1.98,0.098,25,129,3.08,0.53,9,5
11.5,0.315,0.54,2.32,0.084,5,15,3.09,0.7,9.2,6
8.04,0.29,0.4,2.44,0.0986,10,26,3.48,0.91,9.7,5
10.3,0.5,0.42,2,0.072,12,39.8,3.16,0.72,11.5,6
8.7,0.644,0.158,1.2,0.1204,36,48,3.2,0.58,9.72,5
11.86,0.39,0.65,2.6,0.093,12.8,44.4,3.05,0.61,10.6,5
9.6,0.54,0.42,2.84,0.081,19.6,52,3.34,0.71,11.4,6
